blogs,points
你可以自己加压撒,0
还是花10块钱安逸也就一把极品的事！哈哈,3
好难明白点解咁多都系侨中嘅,1
原因只有一个…就系侨中实在太垃圾啦,3
那票子怎么办？,3
什么怎么办？,4
被烟头烫到了,3
可怜的,2
门牙吗？,2
等我装好了，让我笑一个给你看看哟~,5
基德那个给特里的三分助攻太老辣了很淡定自己没有出手,1
晕死，那是有自知之明，投了那么或离谱和球，,3
快快去说到说到啊，专业的人儿,0
这样没有良知的人坚决淘汰！,3
三颗…,0
评价不咋样嘛!那盗梦空间你给几星,3
我们回去了就开了呀，,0
可是之前阿姨说是4号开的,0
报警试试,0
损不损哪，警察管不管这事儿你不明戏么？,4
嘛奖励我等不及了！,5
这个嘛。我会私信公布你答对与否。,3
你要天天给我做，我就天天吃！,4
不不不，这样不和谐，要让你老公天天跟我学,3
等你们二个都归来咯。。,5
嘻嘻，我和也期待着,5
哈哈哈...才叫丰富哟,5
嘿嘿这就是我一直在找网络的原因~~,5
整块的,3
啊哈哈我把碎的都次光了,5
真是完全不同的心境，在天地间古迹中，可以寻找和思考，真好,1
学习、工作都重要,0
你敢不敢回去以前让我继续花痴嘛！,3
敢啊…有啥不敢的？,4
吵屁~色鬼~,4
讨厌你色猪,3
绿城不至于被30亿人民币吞下吧？难道是美金？,4
仔细看看是指球队,0
这话够狠的啊。。,3
这话够狠的啊。。,3
谢谢不舍，突然间发现群里很多钻石级别的麦霸的哥哥,1
哈哈我在当中不算麦霸,5
那这个钱包表示鸭梨更大,0
现在小偷厉害很，不放在隐蔽的地方不安全！,3
缺家教！,0
谢谢啦，下次喝酒的时候叫上我哈,5
我睡了，和你聊天伤不起呀,2
我更伤不起啊、,2
我们宿舍一个……你懂的哈哈,3
坏熊戳屎啦,4
宣传垃圾分类处理是你的职业吗？,3
不是，一点关系也没有。,0
比某天中午请我们父子三人时点的都多啊！,2
让你们去那么奢侈的地方度假！,3
有爱啊!但也确实太干得出来了!,1
哈哈我们刚和天天她们嗨完呢！我们宿舍其她人的外号更叼哦,5
短不长久不负责任,0
恩，但愿他们会得到他们所期盼的幸福,1
我恨你们。。,2
我们爱你~,1
姜老师，我是您的偶像，也在学习微反应了,1
谢谢偶像！,1
我告诉你，冤枉好人，你等着。,1
屁屁屁屁屁！！,4
"博主筒子边吃边跟我说你勤劳且速度,代替二胡给你拍肩~",0
嘿嘿。你和她在一起呐~？,5
偶对“美女”不感兴趣！,0
那介绍“露牙哥”给你认识？,0
我的层次和高度怎么样,3
貌似是有待提高呀哈哈！,5
可以看直播真好。。。,1
我也激动得内牛满面…心情大好啊哈哈哈,5
是不是下班踩回惠州来啊？,0
三点出发，太阳没那么猛。,0
别忘了把书给老爷带来！否则定斩不饶！,3
靠你对我还是如此粗暴无视你！,3
起来了。,0
上帝保佑吧。看开场的气势不太妙,1
难！,2
你能理解到我的痛苦了么,2
好吖……新疆都快能烤熟人了。,5
我现在非常讨厌下雨，最主要下雨没钱挣啊，人都呆家里了,2
赶紧过来惠州啦哈哈~,5
我也想可是没人回我~~,2
这是谁的道理,4
哈哈，这当然是我的道理拉，乐观的生活态度。,5
猪！！！,4
这又关5啥事？？,4
哈哈。你真有才华。我觉得更杯具一点的就是你坐火车还是绿皮的站票。,5
是啊。好可怜啊。,2
好勒！,1
你喝过琪明茶吗？,0
这这。。,3
蛤蟆你真可爱！,1
百货》？天虹？,0
回家了哈哈不是那,5
说的简直太正确啦,3
哈哈，哥哥，是不是把我们说的有点完美了？,5
喂马这个微博还带个地址的,0
你要表示支持嘛！,1
肯定的内定也有可能,1
所以类似几万人参与的活动，我坚决不参与，只可旁观不可亵玩焉,3
手机短码我怎么一直收不到啊,0
刚刚测试过可以用，也可以和新浪微博绑定，也可以使用邮箱申请。,0
代我向她问好，我是她的粉丝,1
恩，哈哈，我让她粉你,5
在这片神奇的土地上.什么都有可能发生.所以要淡定,0
真的无奈了,2
什么生日,3
我们栏目的一周岁咯,0
小呆乖…摸摸头…,0
天知道初中时我是多幸福,0
好美！是真的吗？,1
你也是啊，快乐快乐,1
是5230！！,4
都长得一样，唉随便上街一抓就一大把,3
真是心疼！远则生怨，近则生不逊！,2
不过不哭啦眼泪不能随便留,2
没病的都看出病来了，那叫一个春心荡漾,2
嗬嗬~有人想好、有人想病各自尽兴吧,0
他们之上的马克思主义哲学,0
学微观经济学吧,0
看起来，有种说不出的感觉,0
哈哈哈，眼睛一闭就下肚了…,5
我在成都周一你在吗,0
周一在，周二可能又出差了,0
那换个地方吧！,3
瑞士很嗲的,1
那是什么什么豆不是花生,3
乡下人就知道花生和巴豆,0
貌似这个地方只有当地人知道了吧,3
一般是那样，但5月份属于夏天，那边风景好，还可以认识当地的朋友,1
小肥羊这么猛啊？温哥华都有店啦？恩内蒙的骄傲~,1
谢谢您的夸奖，也感谢您的支持！,1
你最近失恋了么？好悲剧看上去~,2
快失恋而已…,2
哈，外交关系,5
我看是小股民与上市公司的关系,0
该去好好学点历史！,0
学哪段？,0
唉哟旁边妹妹走光了啦！,5
嘻嘻，旁边妹妹，听到没？,5
别吧，保持点神秘吧,0
那你告诉我下经济开发区哪？行不》,3
哼……哈我一跳。,5
你跳老子把你从半残废打成全残废。,4
你真是几百年不发言。。。,4
突然觉得挺好的，以后要像你学习了,1
拉锅影子斯偶伐~,0
乃爪子飞滴太快，么抓到。,1
暂时还没有撒这是个非常纠结的问题,2
那你只有继续看了哟，直到看出点明堂为止。祝你早日看出点明堂！,1
点啦，点啦！你在哪里啊？,5
和陈云菲在喝茶呢,0
没聊了，我等她！,0
真专一，我帮你发微博,1
你就是吼得凶平时练出来哦哈要感谢线头然不,1
他啊种纯属脑残勒吼发，我们这个是有技术含量勒哈。,3
你很兴奋！,1
简直是与乌云赛跑，雨是从西北方向而来。,0
唉呀，你耍我呢，是吧。,3
太容易上当了你,3
有什么的他人就是这样给我说得啦,3
他也很可怜好不,2
真是太可爱了！,1
哈哈哈~亲爱的赶快！,5
哪有这么多假期陪他疯,3
哈哈~~~,5
希望栋梁九月发片能上快乐大本营宣传!!,1
期待栋梁再上大本营,1
假发,0
亲，喜欢我的假发么，包邮哦亲。,1
能不要这样么。,3
你敢批评小耗子?嫉妒她的可爱吗?,3
瞧你这怂样儿,3
我这怂样儿你也不能闷我要害啊跟你做队友太危险！！！,4
果断收！,0
哈哈，很有意思的，你也看看吧。,5
面面，要不要我给你介绍一个在杭州的老乡？这样以后探亲也方便。,0
"老乡,你也好给力啊。",1
大大皮不要老是玩手机啦,3
啊那你叫我干嘛啊很无聊的你啥时候办酒啊,4
张总那边，提供的是花式咖啡？,0
他是现烧苦咖啡，浓得掉渣的那种,3
这是《只有神知道的世界》…,0
哦…谢啦~,5
五一能开业吗？目前看起来还是一片狼藉呢~~,2
确定一定以及肯定,0
你们发的太勤怕我回不过来哟,3
对不住啦……俺们刷屏啦！,5
不输明天请我喝星巴克,0
弄吃饱了，你怎么不说输了怎么办啦？还星巴克来,4
哈哈，谢谢位位，咱们摇身一变成了已婚妇女了,5
真是可喜可贺，可悲可叹啊！,2
不回那叫装逼你不懂,3
装逼！！,4
不能边吃边等你么,0
真是一把火去到电脑城都关门了老子买不到东西,4
你是从北京来惠州开店创业的么？,3
嗯嗯。和朋友一起开的。,5
少在那儿装纯情我家那个杂不走呢,3
呸！你家那个踢球，打牌你都不放出来！,3
我也相信家庭和谐，但不同的家庭有不同的和谐,1
对了，昨天看了你的网站，很喜欢，有时间出来聊聊,1
是啊,0
玩得开心么？,5
我倒觉得像是准备开工的样子,0
哈哈哈，一针见血，我喜欢。,5
我妹没问题，别拿我妹说事。,4
咳咳~口头禅~别介意,3
回成都时长去那里，为什么都没看见你。但是老梦见你,2
那么久没见…还能梦见我~,2
还是像以前一样漂满绿萍哈,0
干得都没水了，没有生气，就像这个城市一样,3
初三初四我还在家呢,2
别说你哪天不行，说哪天可以,4
是华丽丽的广告。,1
哈哈哈不敢相信呢被骗怕拉,5
我的卒论就是有关这个的，请问在日本可以买到你的书吗？,4
可能会引进日文版，目前在商谈中。,0
我靠，你又去国惠吃吗？不用叫我啊！,4
路途遥远啊叫不到咯,2
你写的我吗？,2
哈哈，又或是我？！,5
基民们。,1
额。我怕报了会更让人担心。我去买动车票去了,2
哈哈羊排吗？,5
风干牛肉，味道很犀利啊有一股原始的油味和牛肉的粗糙感,1
从此再没汉正街,2
汉正街成为过去了，那大武汉也会慢慢的成为过去了,0
十分可以兑换什么，哈哈,1
我的签名杂志一本。哈哈哈。,5
小时候爬树爬多了吧,0
我像是那种小时候经常爬树的人吗,0
门口第一张就是白送给景区了,0
越来越功利，没意思,3
吃零食长胖哦~哈哈,1
"都饿的够呛呢,不怕长肉!",3
我要把记录刷回来……,5
啦啦啦,5
你就想爷花的不是钱，是即墨…,3
寂寞快花完了……,2
那人把你绑了的心都有了吧？,0
那人一路拿起来直到收银台,0
山东人果然没有素质,0
哎呦，贱逼粉闹事的时候你们怎么不说自己？笑死人啦,4
拉屎,0
讨厌。你应该跟我私聊！哼~,4
巨蟹座心太软…,1
你懂的，有机会一起喝点,0
好可爱..,1
哈哈你家养有狗?可爱的不?,5
壮观,0
呵呵现在正下大暴雨那不知何时能停那,2
这就是成者为王败者寇。,0
俺喜欢你的评论。一语点醒梦中人。,1
洗脑洗成了脑残,3
好悲哀哦,2
哈哈！你表那么可耐咯！,5
我很无奈很无奈！,2
所以你就是那么那么好啊,1
哈哈，我很坏,5
他们死活不肯死活不肯。我都和10086吵了一架。,4
套餐有陷阱，谨慎！,0
你不办他就不得让你去兼职,3
不是我，是我们部帮系上同学找的兼职。批事多得很。,3
你们这俩货还真是“基基复叽叽”啊！,4
确实聒噪的很,3
欧洲羊肉比较贵？,1
牧场上似乎只看到牛，羊不知养在何处。,0
真的很感动~~,5
我是觉得有点辛苦拉！生活以后会很辛苦啊！,2
哭了没，哭一个,2
关键是想哭哭不出来呀，也表达不了那种感受,2
何以见得？,0
生产能力减去市场销售量就是过剩的部分.,0
是啊，嘿嘿,2
你也喜欢陈蓉吗,1
可惜她不要我。,2
努力点、你有希望的,1
谢谢女人。。。,1
哈哈！谢我就好好滴爱我吧！,5
张老师也是招风耳吗？哈哈,0
小时候是有点招风耳，长大就变成佛祖耳了。,0
男人爱狗怎么说？比女人忠诚么？,3
我目前还没见过男人爱狗到如此的，也许我没遇到吧,2
幸福呀！很高兴呢！,5
开心快乐就好！,5
要管教好哦，不然它也满调皮的，够你收拾的,1
14周的力气很大，我拽不住啊,2
这件事情一并抱怨杜主编，菜很三俗，但很好吃,3
你们的谈话更精彩啊，饕餮盛宴，哈,1
要买吗,0
计划下钱包啊,0
不错，这又是美女又是鲜花的,1
"南海人民可是热情得很,很给力.",1
难过也是吗？！,2
难过也是,2
都拿去买玛莎拉蒂、爱马仕了,0
除此以外，还有些进入某些人的腰包！,3
超爱，很贵吧，在惠州？,1
哈哈，南山后海！,5
哎呀…好了不得,2
哈哈哈，我多开心呢,5
呵呵！确实挺有感觉的,1
我在微薄上也看到很多朋友对这个格雷厄姆的头像很感兴趣,1
到家了哈,5
没有在咖啡厅的,0
我刚在淘宝买了一个，还没到货呢,0
多少钱？回头谈谈使用感受。,0
我靠，感觉不准的吧！,3
什么叫感觉不准的你说啊你说啊,3
你抱了水平好，她舒服,0
希望他技术越来越好,1
朕至少是男的看看你爱妃哎,0
妹妹的只是个没有用的男人！哼你拿什么来宠信后宫！,4
十分有技术含量,1
充分说明朋友你和我那骗子姐姐一个欣赏能力…呵呵…,1
我们学校太变态了五一八天假,3
我去伤不起吖，伤不起这让我们放两天假的人儿情何以堪呐。,2
我朋友那培训,0
不错，有空给姐姐介绍下。,1
跟皇宫一样这话说到心里去了，我昨晚深深感到自己没见识啊，太豪华了,1
果然服务费不是白收的啊,3
请懂小日本话的花花翻译一下英文,0
那天俺一发小的母亲去世了，悲伤一下,2
是的！刚才下的狠大，现在停了,2
哎，资阳一点也没有下，而且热得呀…伤心,2
我爱你,1
我也爱你~,1
我不是超人！！！,1
哎呀辛苦啦~,5
重点是调料是什么,0
对啊，调料是什么，也没讲。,3
不好也想看看去,0
嘿嘿，带个女的去看,5
辨证的达尔文,0
最近很喜欢这样的句式，自娱自乐，好玩得不得了~,1
自己贪污了给女儿出外国用..距紧系话光荣啦,3
我在怀疑是否我们的官员不顾一切的把钱砸完之后，全部计划好了外逃？,4
系沃尔玛行返屋企一条直线，加油!,1
今儿好兴致，结果坐巴士了，对我们来说是件很难得的事！,5
左手有右手没有肿么办,0
赶紧检查一下你是不是左边有蛋蛋右边没有,0
我要海龟！！！,1
哈哈哈快回来想死你的,5
听说今年那里老外挺多的,0
人特别多，门票要80，记者证还不管用,3
那些孩子怎么疯狂了呀，吓着我们逗姐了,3
一个个嚎啕大哭不说还往外跑整个教室哭声一片！逗也被感染情绪,3
我主要是在表述我的皮肤还可以,0
看来我跟万大胆都误会了，以为你在炫耀那个疱,3
是啊、接下来要好好休息休息,0
是啊、别累坏了、我会心疼的,2
他要来武汉？,0
电话连线。,0
很勤奋很年轻,1
年轻已不在，只能勤奋努力了,1
老公安局还是新的？能说的详细点吗？谢谢,3
老公安局，大门东侧，上面有牌子,3
你们不要嫉妒了~,3
啦啦啦,5
很快的.只要它能吃.到时就胖了.到时你别嫌它胖就好了,1
适当时候要带去南北区把妹,0
腐败啊,3
上好班了，准备去跳舞,0
过节吃大餐，还有月饼,5
给几粒毛豆我都谢天谢地了-。-,2
台湾的男人真有眼福…,1
哈哈这样的节日就算国内有咱们女孩也不敢穿啊,5
铁拳苏伟,0
整个一糙汉啊…还是打架适合他…打球实在是不敢恭维…,3
好像还少一炮嘛,0
等于在微博上面开会咯,0
织布机？,0
这是拐线，不要不懂装懂……,3
然后半途卡着了，被救了,0
我先把你踹到桥底下垫背==,4
真的假的,3
可以试一试，谷歌地球可以搜出来,0
哈哈，一个向那发展，一个努力增肥哦,5
哈哈~谢谢一直以来的包容喇,5
中午了！你乖乖睡午觉吧！,5
你好让我伤心，带那么多？我还以为是我的粉丝！,2
你怎么每次都喝这个啊有多好喝啊,3
非常香…很温暖…,1
木有打拼。。,4
那就换成在外天天数钱的孩纸伤不起啊…,2
你能抓得到一堆老鼠就不用养猫了。。,4
哈哈哈我去买白老鼠,5
是长鹿农庄的小猪跳水吗？,0
答对了加十分,0
哈哈都好激动呀！,5
哈，又没你的，激动啥？,5
支持地沟油的绿色出路。,3
事物都具两面性，地沟油也能为人类造福！,3
果然很像呢这是哪里？,1
上海美术馆一楼大厅~,0
我也是..,0
"我去非洲军训了,你呢?我还要办移民去非洲那.",4
"这不像男银的腿,.",3
一看到他就想到令公,0
好在迪拜机场的免税店还挺好逛的吧,1
真不咋高级……,3
不错哦，你啥时候结婚啊,1
我都孩他妈了,4
生命在于运动哟,0
哎…这世道，这么一会会都忍不了哦,2
两点多还不睡？,0
"昨晚上加班到很晚,可怜的很。",2
销魂的背影~,1
哈哈。电到你没。。,5
早啊…,2
初步计划20号去沙扒啊,0
是尼紫鸡吃的。,0
哈哈哈~~~,5
强力推荐张睿演唱主题曲，唱功一级棒，一定一定,1
对哦，主题曲，我睿可以的。小睿唱功超级棒,1
去哪。。。,0
本来我要带客人去太仓的，现在被逼要去洛阳太仓那边叫我哥接待了！！,4
打球的都会立起来，脖子最容易晒脱皮…,0
是的，脖子部分皮肤比较细嫩容易晒伤脱皮，所以要注意保护。,0
有个好的团队，有激情，有活力，比拿高薪水更有向心力,1
还得谢谢你们这帮支持我们、鼓励我们的好朋友！,1
老大发彪哦，有点意思，有点凶！,3
狮子座……,0
我一个穷老板呀。。。我觉得委屈你这大美女,2
能为美女服务是我的荣幸你妹的帮我客套什么！！,1
快看啊,5
天天去排豆，疼死我了，必须抗战痘争到底！,4
干嘛又是第二哦。。,5
哈哈我第一嘛,5
生病了还不忘自拍，还扁嘴巴,3
哈哈就是为了博取你一笑,5
是不是很美,0
美的不可思议,1
那就留在遗憾中，折磨,2
没有遗憾。。。,2
是吗？我常得罪人…,4
偶不常得罪人，但老让人敬而远之……,3
很难。。。,2
是什么让简单的事变的这么难呢？,3
久爷你才是杂皮,0
"不要让久爷木有说实话的勇气了,现在敢说实话的不多了",3
是啦是啦你最美丽,5
俏俏的俏俏也美丽的说,1
否，我隐私要被你拍卖了，不行不行。,4
天低下没有隐私，信不信由你，我是信了,4
咋说，又被帅哥看上啦，烂桃花也分我点嘛,3
已婚男人……,0
你今天怎么早干嘛啊,4
谈朋友去了,0
无视你，无视你。。,3
你无视我没关系，可事实摆在那啊。年龄是改变不了的孩子，接受现实吧,3
夜太美么是夜太黑啊,1
是夜太美啊脖子都整哑了不唱不唱了~,1
唉，这个社会又多了个女流氓,3
女流氓叫痴女，男流氓叫痴汉。,3
我只买个口气就回，衣服网购,2
哈哈，咋弄淡定喃,5
亲爱的去杭州了吗,1
恩的，好累啊，你回来了没有？,2
本来没看懂的…我是被你修飞机的先生吓到了…,0
哦~~哈哈哈,5
这个可以有,1
又有设计感，又实用！,1
你娃要不得。哈哈。,5
该他来开我来照起码惊险十倍，批人心痛切老没照好。,2
小芳回来了。哈哈哈。我们吃好吃的去。,5
我心里不平衡。我心里不平衡,2
你这个夏天是怎么了，是不是在那边冻的,0
"不是,这边天气太干了，不适应了",3
我也是,2
我是什么你就什么，什么都学,4
哈手信来噶喔要去化州买,5
那不是讲废话吗？,3
你过黄知行情,0
哈哈，我还真不知道有这种事，你们也没说,5
可靠否？还等着回家呢……急啊,2
好了，大桥已经恢复通行！您可以回家咯！,5
一时间觉得前途迷惘,0
有咩好迷茫啊，顺其自然,2
特一直看的我讲塞，哪个哈特是领导！,3
领导算老几啊，冒里皮。哈哈。,5
每个男人在找到自己心爱的男人之前，都会误以为，自己喜欢女人~,1
你信么？我信了,4
你在北京？玩还是工作啊？,3
北京培训中……,0
然后你就哭咯！,5
我还把你说了一顿！我说你咋要给你妹妹吵架喃！,4
是我么，呵呵,2
你是其中一员。,0
那是气质你妹的!有没有,1
哈哈谢谢你啊瓷,5
当心养不出啊你……,3
咖啡喝多了容易提前死亡,0
哈哈，耐性就是这么禁不住考验啊,5
你就这样考验学生吧，最后他们都和你讲实话了。太老练。,3
好吧..你的生活悲剧了,2
实在难吃啊……起码万达这的很难吃,3
哈哈哈你上班嘛!!!,5
麽扯理由。我歧视你们三过外加一只狗,4
灰常的纠结……,2
蠢！猫猫的天敌是狗狗。别给反了！,4
请核实！！,0
你打开一看不就核实了？这是东方卫视编导记者亲临记录，你还不相信？,3
哇，想吃，超级想吃,1
一起去呗哈哈可惜新昌木有！！！,5
我等下也手机来,0
坐电脑前，两手脚发抖,0
好吧黄老师~昨天我吃了三顿泡面,5
哎！快别吃啦，泡面除了增白剂还有反式脂肪呢,3
"亲爱滴,生日快乐!",1
谢谢恬妈的祝福哦！也祝你快乐！,1
你不是斗一的？,4
是…不过现在在北京外出学习而已,0
现在就买毛衣啊！,0
可以开始买秋装啦。,5
不过刚才看到吃羊肉火锅姐羡慕嫉妒恨了,3
云南南路热气羊肉味道蛮好的。下次一起呀。走起来。,1
天啊，那枪是假的吧！,4
如果是真的本.拉登就不用死了,4
我见过这个，味道是不是有点像丝瓜！,1
很清爽。口感很脆,1
擦，搞起！,3
你完了，你要被搞死了,4
你在哪儿了,0
从长安街方向过来，现在国贸桥,0
张老师请问下大盘这次调整会不会很深呢？能否逢低买入谢谢,0
我看2500点，当然个股跌幅各不相同。,0
我他妈都到了,4
我放假哎和我比苦逼呢。,2
今天窃听风云2上映…,0
兴趣不大。嘻嘻！,5
农民和商人的基因遗传结合体。,0
我倒希望我爷爷是当官，这样我就官商遗传，属于官商勾结了。,3
还真可能你扯后腿了,3
明明是你们无耻么.哈哈,4
还有中地沟，你漏了一个！,4
你说这要是有天让敌国奸细坐了国企老大可肿么办呀。,3
可以飘移了,0
我现在回丽江的路才害怕呢！吓的我肝颤！,2
我知道所以心疼他呢。哎……,2
有得必有失，他会把握的，你们爱他就多多支持他的事业吧！,1
猫猫，你是吃素的吗？,0
恩，基本上是，我有时候吃鱼，但我决定以后连鱼都不吃了,0
国家节假日上班有3倍工资拿啊我都想加啊==,4
有个屁一分都没得加！,3
哈哈是滴,5
哈哈…真的跟庄长得满像的…在你们借的房子？,5
颜强老师，你知道我现在最想做的事是什么，我想骂你！,3
傻逼你骂谁啊,4
想说就说，该提就提,0
我也是不想有遗憾，哎，看来还是提吧,2
冬训和平时训练比有什么特殊之处吗，还是只是叫这个名字而已?,1
简单举个例子，冬训是存钱，比赛时花钱！,0
系统故障的时候,0
这样不不好。,3
啥时候开张呀？？,3
9月中旬吧！常来关注我们吧,0
你就是个吃货,0
怎么个个都这么说~人家没有~,3
秒到了。但是家属有事，我就放弃了。,2
羡慕！我也想去长滩岛呢,1
最近我一直忙于此事！,2
表示深切关怀和慰问,1
你真厉害！,1
我靠！谁成天冒充我？,4
记得我喜欢他们那年他们还没这么火,1
大概是女的知性青年,0
我都无语了今早才发现,2
这也太离奇了、呜呜、可怜的我舒服、,2
你的分数成了我越不去的坎儿~就让它变成飘走吧~,2
每次吃好饭第一局就破纪录……我也不想的,2
就知道对她好！囊个不给我介绍个呀！,1
"老子!这个醋你也要吃!你又不是律师,给你介绍啥子",3
方向盘在自己手里，想去哪里就去哪里,0
绝对的道理哦~~~,1
你们枉费人家的一片深情,3
我们爱你,1
今天来过么？,5
我觉得挺有人格魅力的哈哈哈,1
我睡得都不想起来,2
你这不是刺激我吗？我竖起来大半天的了,4
追求简单的惬意是件幸福的事,5
简单的不知道再想什么,0
我在学校都没看其实真没啥好看的离家的孩子各种奇怪的爱好,2
哈哈，我就想去看下他们痛苦的样子，慰藉下自己~,5
太虚伪了！！！,3
你徒弟嫌弃你不帅！看！有证据！,3
这公园看上去哇错,1
很大，很嗲！就是门票太贵，要120元一张,1
不想问你,0
可是我不告诉你我会睡不着的,2
我照顾你，哈哈,1
哈哈哈，被照顾的感觉好呀,5
艺术家~双鱼~,1
双鱼神马都好!,1
怎么了啊？,2
就一想到就痛啊。我好挫……,2
阿布阿！你是要我的命吗,1
讲的都是废话！吓死你们才是真正的目的！,4
是的，老姐，回家玩二天吧,0
根本没有假！！,4
风雨同舟应该明白吧,0
我文盲啊，总算懂了。,2
读书好啊~比工作好！累死了！,2
哎，我现在就想工作了，一点都不想读了！,2
扫兴类…好想找到真凶,1
不了了之了？不是寄存？不找认赔？报警,4
哈哈，孩子，命运就是这样的。俄是师范的好孩子,5
怎么说人家也是学校的精英撒，别这么瞧不起人好八,3
哈哈~俺是乌鸦嘴，说啥啥灵。,5
那我就在焦急的心情中等待着。。。,2
杨采妮特别的败笔，看到她说要生孩子的那段，直接起鸡皮疙瘩了,0
嗯，真不知道导演咋个选她，难道为了片酬？,3
谢娜……,0
恩，对她代言,1
旺季已经出现热卖款断码严重现象~能买到自己心仪的鞋子很棒哈~,5
"不是断码,而是你们男款39码本身就备货不足,太少.",3
倒霉孩子！,2
哎呀妈呀，公众人物爆粗口啦！！哈哈,3
哈哈你这是爱我还是爱……,5
当然是爱你啊,1
猜不出，看到有人说本拉登。,0
左边是化学符号苯，右边是物理符号灯，苯拉着灯，不久本拉登嘛,0
高点的地方就可以啊沙子更软,0
去了尽可能高的地方，但大海无情，今天海浪太大了,1
好吧、好吧、就算你不晚吧、,1
你敢算我晚、,4
你和那个暧昧啊？,3
哈哈哈，这只是感触！突然也想找个人来玩哈子暧昧,5
快来吃吧。,0
看着都流口水了，真怀恋上学那时候，多好啊！,2
你这么清楚囖?,3
恰过不，我哪个咯，哈哈。,5
要上班找了个同学帮我去,0
哈哈，没事，还没网上选课呢不会点名的！,5
冻手了...,0
后知后觉，前几天就知道了。,0
我买过就那么回事,0
广告就是这么把产品吹出来的…,3
你和你家小子都在上微博呀,0
是吗？我在外面，这小子不知在哪偷上网。,4
你在海南玩儿的欢快么？！那里一年四季是夏天啊？,1
差不多热带嘛~~~今天太阳不是很晒气候贼特么的宜人不闷不热,3
真热闹啊~,5
有时间过来吃蟹喝茶！,0
"您好,麻烦问一下现在翻译硕士考入后再分口译和笔译方向的吗?",0
只有笔译方向。口译课程占得不小。,0
你们不是一起开公司当老板的？,0
开啊我们是餐饮业大亨我是大厨管做饭他负责运输送外卖,4
不要让我去做我做不好的事情好吗？,2
人要突破自己，对自己的性格有所突破才能成就一番事业,0
得得得，我惹不起你。臭胖子。,3
故事总是在不经意间展开……浦绿？,0
又是你的，哎。,2
哈哈就是我的,5
谢谢，阴谋论患者太多了，没办法啊,0
只有鲁迅才真正的了解中国人。,0
你的心情也热乎热乎的吧！,2
还是你们之间懂，你们太令人羡慕了。。,3
嗯啊~当时在现场笑爆,5
香港人射手座都叫人马座,0
我不是早就跟你港过慧姐的立场嘛！！你动容吗？哈哈哈,3
岁月不饶人呀~~,2
巴死距啊、,4
我答应据不再搞据，但系我根本就无搞过据，妈逼挖我。,4
你纯属没得话说了，谈论天气！,3
你批懂都不懂,3
都是程老三害的下令拖出去吧...,4
你怎么知道咧，哈哈，赶紧拖出去,5
不喜欢吃铜锣烧。容易发胖。,3
你的胖绝对不是吃铜锣烧吃出来的，绝对是吃海鲜吃的,3
敢不敢就这么交上去！,3
哈哈，勿来塞个,5
懂得撑伞不要让雨水淋湿了心。,2
这才是文艺青年啊~我真是太不文艺了,3
好，我们打拼。,1
期待期待！！！,1
是的呀,0
可惜没有朱芳雨,2
我们的地位一样就是没地位。~,3
唉。。我那个伤心难过啊,2
靠孔子学院了！当年没大志！,4
哈哈，地球没戏了，看争月球吧。,5
你肿么不喜欢十四爷呢八爷党,0
我不是八爷党啊，我是十三爷党加四爷党的啊,4
我翻紧来，还有十几分钟到。,2
嘿，我系豪会门口阿！,5
呀呀，我体到你微博后就念到系你啦，无下次无下次,3
嗯，下次见到我就叫我良仔啦，实验的同学都是这么叫我的。,5
我也要采风去,1
欢迎哪天来坐坐，好久不见了。,2
哈哈哈,5
打工仔买房记神马的难道不是更应该叫做二狗升职记咩,3
辍学半年外来民工子弟重返校门,0
别的都凑合，民工俩字实在不贴切哈！,3
你们还浪漫也，在天台抽烟,1
冷惨老，我在公司一点都睡不着.,2
我都好想见你,1
但愿我发梦都梦到你啊，大琳,1
不怎么合格的导游,4
今年不见，小女子居然变身导游了,0
谢谢^^,5
真的不错呢，呵呵,1
今晚回家,5
"屋企人闹我,话我喂食,唔准我返!",4
我就变得失色很多了，哈哈。,5
你负责终身美丽……哈哈哈！,5
可以穿裙子，但不漂亮~,0
穿短裤，帅气。,1
生日快乐!我系阿包,5
"哈哈,谢谢啊.好耐冇见~",5
什么卡？,4
万达万千百货会员卡，办卡免费，还有开业礼品送哦,5
我倒看着净溜口水了,5
哈哈，有机会带你来。,5
不要较真嘛，大半夜的，,3
木有较真，都是坑爹的~`,4
带安全帽啊？,1
哈哈哈，安全措施有做好。,5
我高二，我想也许是你还没有适应吧。学习却是很累。我们一起加油吧,1
"恩,一起加油吧,也祝你明年能考上一本",1
真没看,3
原来她很少下边穿衣服的,0
不知道是谁，汗,0
绝望主妇的主演!你不知道就算了~,2
不会吧有人这么缺德么？,3
还是防着点儿吧！这年头儿啥人都有！伤害动物的事还少吗？,3
好爱这个片子啊~,1
好看的片子总会百看不厌哦,1
没区别啊！真的,4
你这菇凉不厚道阿,3
哈哈，我是来看笑话的,5
厦门预报没有雷雨，但土楼在丘陵地区，天气多变的,0
偶的菜快被虫子吃完了唉，不过一堆瓜苗还在努力长着，不知何时牵藤。,2
要么种些不被虫子吃的菜？不过老实讲菜们也不是我打理的哈,3
女婿，你真系阴鬼功啊！,3
泪奔。。。,2
我飞感好,1
那你不用坐地铁了！恭喜呀,5
杨澜是我一直都是非常的看好的，非常的漂亮的,1
在她的身上我们看到了美丽与智慧的并存，非常的完美的,1
不是，军训让我黑了又瘦了，哈哈哈,5
